400	6
3.004	10.007	3.177	1.541	1.541	1.286
4.000	12.000	4.000	1.259	1.689	1.291
3.700	10.111	2.733	1.369	1.006	1.267
3.360	10.025	3.263	1.552	1.676	1.015
3.770	10.652	3.779	1.099	1.585	1.311
3.173	10.899	2.627	1.620	1.306	1.209
2.870	11.668	3.224	1.599	1.307	1.232
3.535	10.609	3.637	1.445	1.468	1.182
3.046	10.901	3.105	1.529	1.180	1.065
2.766	11.321	3.319	1.487	1.124	1.223
3.624	10.918	2.533	1.706	1.181	1.141
2.548	10.396	3.034	1.231	1.654	1.088
2.973	10.262	3.386	1.223	1.588	1.038
2.628	11.411	2.912	1.106	1.326	1.170
3.723	11.848	2.885	1.473	1.242	1.101
2.788	11.597	3.690	1.281	1.065	1.369
2.551	10.815	2.526	1.740	1.048	1.386
3.182	10.693	3.059	1.788	1.287	1.289
3.706	11.161	3.279	1.115	1.683	1.159
3.618	11.690	2.665	2.000	1.197	1.187
3.655	10.225	3.584	1.411	1.458	1.005
3.579	11.777	3.452	1.002	1.365	1.172
3.519	10.052	2.802	1.347	1.646	1.124
3.161	11.847	3.446	1.093	1.275	1.248
2.846	11.716	3.208	1.298	1.535	1.213
2.910	10.190	3.759	1.390	1.433	1.052
3.211	11.683	3.455	1.127	1.740	1.050
3.737	10.504	2.611	2.000	1.092	1.283
2.523	10.543	3.222	1.389	2.000	1.500
3.146	10.261	3.370	1.635	1.591	1.268
3.433	11.237	3.400	1.329	1.045	1.155
3.465	10.059	2.604	1.409	1.745	1.226
3.291	10.566	2.713	1.684	1.675	1.278
3.243	10.321	3.684	1.173	1.780	1.269
2.981	10.574	2.695	1.143	1.660	1.352
2.512	11.607	2.551	1.157	1.253	1.364
3.240	10.834	3.176	1.478	1.096	1.102
3.302	11.281	3.144	1.300	1.444	1.064
3.251	10.822	3.249	1.652	1.019	1.371
3.280	10.468	3.483	1.481	1.736	1.026
2.855	11.807	2.695	1.606	2.000	1.500
3.565	10.599	3.148	1.695	1.257	1.075
3.470	10.685	3.457	1.795	1.576	1.344
3.364	11.866	3.702	1.493	1.256	1.377
3.064	10.673	3.232	1.160	1.264	1.187
2.940	10.600	2.853	1.690	1.756	1.139
3.058	10.907	3.019	1.660	1.785	1.245
3.265	10.971	2.857	1.495	1.526	1.349
2.529	10.774	2.922	1.163	1.453	1.358
3.689	11.792	2.954	1.251	1.467	1.351
3.283	11.889	3.585	1.668	1.244	1.002
2.834	11.615	3.745	1.003	1.098	1.307
3.508	10.852	3.791	1.166	1.557	1.223
2.948	10.161	3.356	1.573	1.032	1.256
2.703	10.595	3.290	1.508	1.546	1.371
2.644	10.434	2.788	1.296	1.269	1.078
3.164	10.663	3.720	1.552	1.524	1.250
3.487	10.384	3.373	1.458	1.230	1.249
2.715	10.380	2.512	1.351	1.105	1.039
3.739	11.070	3.122	1.155	1.599	1.003
3.461	10.994	2.568	1.142	1.248	1.207
2.902	10.892	3.698	1.194	1.406	1.143
2.611	11.763	3.701	1.057	1.506	1.263
4.000	12.000	4.000	2.000	2.000	1.500
3.599	11.177	3.584	1.405	1.224	1.064
3.530	10.630	2.853	1.591	1.641	1.331
3.371	10.086	2.979	1.287	1.139	1.400
2.637	11.256	3.494	1.260	1.183	1.342
3.582	10.633	2.882	1.391	1.020	1.096
3.515	11.046	3.507	1.626	1.163	1.032
3.115	10.470	2.710	1.259	1.528	1.078
3.075	10.201	3.793	1.382	1.598	1.274
3.709	11.705	3.191	1.316	1.549	1.396
4.000	12.000	4.000	2.000	2.000	1.500
3.561	10.494	2.776	1.340	1.097	1.211
3.151	11.737	3.108	1.214	1.585	1.272
4.000	12.000	4.000	2.000	2.000	1.500
2.921	10.145	2.574	1.577	1.213	1.217
3.070	10.975	2.881	1.769	1.087	1.097
2.643	10.189	3.662	1.749	1.362	1.275
3.070	10.690	2.927	1.653	1.711	1.235
3.000	12.000	4.000	2.000	2.000	1.500
2.938	10.505	2.931	1.263	1.082	1.144
3.252	10.683	3.451	1.253	1.627	1.074
3.264	11.197	3.430	1.086	1.100	1.352
1.638	9.019	1.929	0.344	0.789	0.349
2.683	11.167	2.771	1.748	1.564	1.196
3.078	11.337	3.791	1.068	1.541	1.034
2.545	10.965	3.579	1.310	1.561	1.068
2.974	10.304	3.625	1.724	1.147	1.087
3.608	11.840	2.817	1.479	1.178	1.378
3.374	10.277	2.947	1.227	1.246	1.264
2.506	11.327	2.765	1.151	1.021	1.395
3.639	10.126	2.644	1.749	1.374	1.050
3.001	11.306	3.710	1.155	1.465	1.151
3.419	11.794	2.590	1.579	1.361	1.184
1.688	10.725	1.723	0.451	0.556	0.310
3.530	11.017	3.258	1.779	1.083	1.374
4.000	12.000	4.000	1.448	1.079	1.052
3.772	11.483	3.000	1.125	1.227	1.345
3.534	11.629	3.224	1.067	1.306	1.186
4.000	12.000	4.000	1.002	1.526	1.005
3.289	10.362	2.855	1.793	1.110	1.277
2.857	11.654	3.740	1.551	1.686	1.385
3.656	11.299	2.887	1.184	1.715	1.093
3.404	11.520	2.538	1.063	1.035	1.221
2.701	10.037	3.338	1.629	1.652	1.252
2.620	10.098	3.606	1.502	1.766	1.177
3.124	11.283	2.738	1.699	1.626	1.237
3.024	11.320	3.642	1.337	1.168	1.038
3.052	11.775	2.621	1.742	1.182	1.190
2.635	10.168	3.714	1.055	1.276	1.021
2.611	10.126	2.582	1.336	1.552	1.208
2.937	10.147	3.256	1.509	1.393	1.223
2.750	10.294	3.695	1.778	1.637	1.099
3.199	10.800	3.383	1.291	1.573	1.305
3.528	11.447	3.110	1.431	1.331	1.312
2.673	11.539	3.218	1.341	1.063	1.120
3.278	11.639	3.747	1.293	1.245	1.167
3.289	10.317	3.784	3.000	1.800	1.109
3.664	11.549	2.656	1.758	1.433	1.333
3.228	10.053	2.920	1.705	1.780	1.278
2.823	11.638	2.925	1.069	1.614	1.302
3.797	10.143	3.144	1.511	1.056	1.080
2.908	11.484	3.639	1.642	1.497	1.325
3.105	10.779	3.579	1.198	1.261	1.009
2.662	11.442	2.699	1.225	1.629	1.335
3.338	10.839	3.542	3.000	1.448	1.111
3.440	11.749	3.396	1.502	2.000	1.500
3.658	10.799	3.456	1.677	1.261	1.319
2.665	10.358	3.706	1.029	1.420	1.322
2.990	10.820	2.882	1.054	1.433	1.324
3.604	10.296	2.958	1.207	1.204	1.373
3.603	11.480	2.708	1.686	1.338	1.291
2.735	10.566	3.774	1.638	1.299	1.113
2.898	11.028	3.637	1.448	1.283	1.243
3.184	10.692	3.044	1.333	1.241	1.223
3.056	11.251	3.027	1.691	1.321	1.194
3.590	11.773	3.388	1.355	1.728	1.192
2.642	10.450	3.576	1.487	1.705	1.251
3.310	10.593	2.587	1.692	2.000	1.500
3.347	11.352	3.082	1.699	1.454	1.131
2.522	10.139	2.979	1.646	1.730	1.322
3.235	11.251	2.788	1.004	1.564	1.288
2.849	11.358	3.046	1.406	1.445	1.204
2.995	11.760	3.328	1.292	1.581	1.278
3.698	10.512	3.503	1.204	1.796	1.400
2.693	10.360	2.778	1.110	1.085	1.353
3.785	11.883	2.899	1.348	1.223	1.237
3.153	11.891	3.481	1.185	1.420	1.179
2.640	11.110	3.663	1.158	1.628	1.066
2.686	11.797	2.909	1.433	1.723	1.200
2.937	11.566	2.543	1.152	1.072	1.163
3.732	10.120	2.985	1.652	1.158	1.388
3.788	11.588	3.725	1.488	1.386	1.052
2.902	11.261	3.009	1.173	1.362	1.273
3.052	10.428	2.744	1.573	1.798	1.051
3.783	10.647	3.625	1.213	1.480	1.377
2.805	11.002	3.012	1.616	1.281	1.351
2.964	10.395	3.591	1.136	1.219	1.294
3.547	10.188	2.905	1.141	1.383	1.109
2.861	10.521	3.688	1.304	1.514	1.051
3.678	11.496	3.375	1.589	1.616	1.216
4.000	12.000	4.000	2.000	2.000	1.500
3.031	10.265	2.953	1.464	1.304	1.363
3.209	11.358	3.594	1.734	1.744	1.149
3.265	10.604	2.738	1.178	1.660	1.270
3.286	10.110	3.153	1.239	1.257	1.080
3.414	11.180	2.624	1.677	1.138	1.089
2.830	11.005	3.018	1.642	1.480	1.342
3.432	10.362	3.286	1.531	1.478	1.027
2.996	10.198	2.716	1.523	1.412	1.127
2.557	11.068	3.335	1.800	1.612	1.165
4.000	12.000	4.000	2.000	2.000	1.500
3.714	10.792	3.567	1.728	1.212	1.393
3.696	10.513	3.713	1.780	1.291	1.256
4.000	12.000	4.000	2.000	2.000	1.500
3.626	11.250	2.861	1.400	1.236	1.087
3.690	10.804	2.602	1.325	1.530	1.120
2.692	10.987	2.590	1.201	1.420	1.009
2.654	11.408	3.322	1.413	1.278	1.148
3.000	12.000	4.000	2.000	2.000	1.500
2.637	10.829	3.191	1.532	1.762	1.333
2.994	10.001	2.940	1.043	1.445	1.377
2.528	11.783	3.113	1.356	1.189	1.124
1.965	9.694	1.705	0.332	0.163	0.273
3.630	10.555	3.594	1.034	1.662	1.245
3.048	11.232	2.979	1.635	1.321	1.361
2.814	10.746	3.430	1.574	1.255	1.000
2.518	10.506	3.556	1.548	1.179	1.045
3.563	10.029	3.087	1.018	1.250	1.283
3.561	11.733	2.842	1.436	1.230	1.084
2.758	11.066	3.247	1.781	1.719	1.045
2.797	10.216	2.839	1.490	1.346	1.108
3.395	10.202	3.441	1.449	1.644	1.122
3.434	10.051	3.598	1.280	1.721	1.000
1.714	10.229	1.824	0.027	0.737	0.042
2.913	10.862	3.228	1.058	1.035	1.235
4.000	12.000	4.000	1.337	1.743	1.280
3.569	10.621	2.741	1.094	1.682	1.269
2.901	11.732	3.198	1.374	1.135	1.383
4.000	12.000	4.000	1.333	1.496	1.243
3.470	11.374	2.704	1.008	1.417	1.044
2.929	10.039	2.912	1.102	1.686	1.340
3.173	10.088	3.656	1.368	1.349	1.209
2.657	11.754	3.339	1.482	1.398	1.061
3.361	10.624	3.800	1.156	1.567	1.249
2.685	10.832	2.993	1.194	1.212	1.011
3.679	11.538	2.831	1.115	1.252	1.254
3.628	11.898	3.479	1.264	1.728	1.093
3.794	10.929	2.527	1.729	1.031	1.059
3.064	11.231	3.409	1.639	1.750	1.388
2.752	11.350	2.681	1.633	1.030	1.051
3.760	11.284	2.819	1.724	1.580	1.380
3.653	10.409	2.811	1.686	1.489	1.266
2.687	11.682	2.980	1.562	1.145	1.339
2.577	11.532	3.103	1.764	1.238	1.317
3.059	10.305	2.729	1.239	1.355	1.012
3.732	10.234	3.474	1.546	1.773	1.255
2.893	10.853	3.391	4.000	1.682	1.122
3.270	10.176	3.045	1.219	1.695	1.144
2.844	11.440	2.654	1.100	1.218	1.060
3.586	11.087	3.048	1.057	1.712	1.323
3.297	11.050	3.319	1.689	1.576	1.060
3.634	10.373	2.966	1.040	1.584	1.358
3.288	11.540	2.825	1.454	1.073	1.252
2.869	11.795	2.908	1.770	1.794	1.106
2.686	11.215	2.602	4.000	1.003	1.344
3.740	10.068	2.771	1.587	2.000	1.500
2.720	11.867	3.110	1.591	1.125	1.264
2.952	10.327	3.259	1.170	1.380	1.036
3.484	11.712	3.049	1.351	1.224	1.222
2.663	10.273	3.024	1.199	1.164	1.128
3.347	10.794	2.661	1.290	1.001	1.154
3.575	10.377	3.543	1.323	1.383	1.077
2.951	11.320	2.739	1.632	1.086	1.169
3.669	11.139	2.611	1.232	1.263	1.098
2.677	11.554	3.510	1.551	1.081	1.355
2.527	10.784	3.063	1.202	1.161	1.318
2.541	11.259	2.919	1.021	1.519	1.027
3.338	10.148	2.705	1.433	2.000	1.500
3.386	11.659	2.532	1.173	1.358	1.297
3.395	11.332	3.039	1.500	1.211	1.289
3.800	11.734	3.585	1.207	1.532	1.130
3.730	10.507	3.763	1.606	1.143	1.071
3.505	11.782	3.735	1.113	1.437	1.194
2.666	10.314	3.270	1.675	1.244	1.001
2.616	10.865	2.548	1.201	1.142	1.091
3.507	10.176	2.760	1.461	1.771	1.216
2.954	10.131	3.127	1.389	1.172	1.344
3.067	11.739	3.521	1.524	1.339	1.105
3.622	10.260	3.090	1.196	1.251	1.255
2.642	11.558	2.557	1.708	1.709	1.059
2.972	10.331	3.620	1.714	1.139	1.012
2.554	10.835	3.415	1.305	1.240	1.028
3.370	10.582	3.541	1.606	1.304	1.148
2.894	10.456	3.315	1.261	1.078	1.087
3.221	10.896	2.600	1.451	1.432	1.345
3.759	10.211	2.901	1.186	1.656	1.160
3.609	11.200	3.460	1.394	1.443	1.136
2.755	10.478	3.412	1.317	1.683	1.346
3.259	11.850	3.075	1.662	1.394	1.166
2.623	10.443	2.954	1.524	1.629	1.295
4.000	12.000	4.000	2.000	2.000	1.500
2.897	10.418	3.694	1.151	1.578	1.321
3.201	11.218	3.744	1.160	1.484	1.027
2.543	11.347	3.368	1.614	1.299	1.161
3.007	10.492	3.288	1.122	1.651	1.329
3.278	10.292	2.522	1.292	1.032	1.073
3.681	11.825	2.729	1.287	1.774	1.147
2.788	10.648	3.690	1.719	1.269	1.383
2.617	10.944	3.218	1.416	1.646	1.340
3.405	10.062	3.421	1.090	1.193	1.330
4.000	12.000	4.000	2.000	2.000	1.500
3.013	11.188	2.935	1.102	1.312	1.140
3.287	10.414	2.767	1.002	1.502	1.062
4.000	12.000	4.000	2.000	2.000	1.500
3.118	10.663	3.044	1.378	1.584	1.013
2.922	11.437	2.616	1.004	1.404	1.065
2.934	11.670	2.521	1.565	1.432	1.184
3.448	11.720	2.555	1.178	1.282	1.146
3.000	12.000	4.000	2.000	2.000	1.500
3.067	11.423	2.766	1.216	1.305	1.176
3.777	10.836	3.395	1.373	1.001	1.040
3.534	10.737	3.431	1.265	1.491	1.233
2.109	9.927	1.813	0.015	0.527	0.300
3.571	10.634	2.682	1.373	1.764	1.000
2.872	11.291	2.941	1.555	1.514	1.177
3.527	11.661	2.894	1.791	1.600	1.187
3.414	11.724	2.954	1.457	1.053	1.018
3.670	11.118	2.601	1.487	1.133	1.002
2.938	10.113	3.521	1.342	1.800	1.387
3.620	11.583	2.641	1.037	1.271	1.097
3.515	11.437	3.031	1.173	1.287	1.348
3.507	10.416	2.990	1.093	1.720	1.239
3.663	10.946	2.937	1.465	1.261	1.137
2.598	10.573	2.464	0.652	0.185	0.310
2.680	11.073	3.229	1.392	1.390	1.334
4.000	12.000	4.000	1.241	1.594	1.176
3.028	11.677	3.579	1.119	1.499	1.219
3.554	11.647	3.006	1.671	1.253	1.038
4.000	12.000	4.000	1.246	1.156	1.048
3.074	11.582	2.754	1.220	1.521	1.257
3.310	10.560	2.515	1.250	1.608	1.002
3.733	10.204	2.519	1.070	1.630	1.049
3.399	11.803	2.809	1.557	1.670	1.111
2.758	10.632	3.542	1.016	1.519	1.107
3.191	10.500	3.388	1.556	1.513	1.043
3.693	10.634	3.625	1.085	1.709	1.276
3.545	11.444	3.158	1.567	1.685	1.206
3.529	11.788	2.566	1.584	1.305	1.213
2.722	11.869	3.306	1.271	1.481	1.187
3.411	11.139	3.127	1.181	1.111	1.219
2.745	11.761	3.557	1.028	1.642	1.233
2.559	11.678	2.666	1.252	1.528	1.282
2.789	10.802	3.303	1.584	1.481	1.319
3.384	10.175	2.933	1.413	1.576	1.379
2.630	10.624	3.769	1.181	1.270	1.093
3.324	10.749	3.672	1.319	1.090	1.358
3.660	11.095	3.257	5.000	1.749	1.266
3.599	10.342	3.309	1.284	1.100	1.341
3.069	11.493	3.288	1.702	1.651	1.269
3.386	11.535	2.756	1.569	1.488	1.039
3.649	10.525	3.037	1.574	1.373	1.334
3.725	11.581	2.848	1.390	1.430	1.049
2.941	10.696	2.592	1.159	1.753	1.295
3.001	11.243	3.258	1.033	1.112	1.127
3.768	10.026	2.943	5.000	1.075	1.288
2.529	11.134	2.779	1.049	2.000	1.500
3.772	10.263	3.039	1.027	1.787	1.077
3.340	10.767	3.365	1.695	1.078	1.269
3.127	10.894	2.512	1.100	1.172	1.160
2.713	10.369	3.362	1.530	1.584	1.180
3.761	11.849	2.949	1.095	1.373	1.379
3.288	10.062	3.302	1.338	1.737	1.298
3.121	10.609	3.468	1.466	1.273	1.226
2.572	11.227	3.746	1.598	1.385	1.202
3.738	10.078	2.820	1.565	1.659	1.038
3.072	11.302	2.759	1.169	1.474	1.074
2.601	10.229	2.961	1.399	1.323	1.174
2.681	11.331	3.466	1.506	2.000	1.500
2.970	10.510	2.985	1.341	1.225	1.172
3.223	10.510	3.407	1.420	1.368	1.085
3.500	11.602	3.660	1.290	1.043	1.155
3.683	11.441	3.420	1.684	1.451	1.334
3.077	11.152	3.449	1.016	1.145	1.378
2.701	10.201	2.581	1.499	1.606	1.018
2.863	11.013	3.675	1.195	1.632	1.363
3.347	11.387	2.915	1.445	1.036	1.094
2.577	11.549	2.831	1.414	1.133	1.069

0.256	0.363	0.653	0.589	0.271	0.063
0.196	1.682	0.173	0.703	0.039	0.361
1.276	0.079	0.052	0.421	0.160	0.254
0.033	1.049	0.356	0.436	0.013	0.016
0.956	0.850	0.661	0.786	0.274	0.389
0.423	1.587	0.666	0.379	0.270	0.162
0.835	1.814	0.376	0.524	0.273	0.298
1.247	1.292	0.231	0.557	0.044	0.301
0.401	1.529	0.426	0.578	0.115	0.346
1.121	1.897	0.234	0.370	0.029	0.043
1.014	0.835	0.038	0.374	0.192	0.168
0.974	1.719	0.914	0.286	0.235	0.290
1.073	0.446	0.566	0.563	0.267	0.358
2.136	4.876	1.746	1.061	1.047	0.889
0.496	0.849	0.481	0.516	0.075	0.109
0.064	1.430	0.604	0.609	0.132	0.372
0.962	0.830	0.139	0.493	0.070	0.183
0.362	1.462	1.038	0.096	0.009	0.007
1.235	1.799	0.511	0.642	0.131	0.278
0.010	0.649	0.971	0.742	0.095	0.209
0.132	0.708	0.174	0.177	0.052	0.327
0.538	0.170	0.162	0.076	0.015	0.241
0.506	1.460	0.655	0.202	0.212	0.149
0.022	0.963	0.466	0.393	0.108	0.154
0.179	1.271	0.980	0.004	0.079	0.170
1.014	0.789	0.530	0.198	0.130	0.292
0.000	0.000	0.000	0.000	0.000	0.000
1.004	1.396	1.001	0.657	0.148	0.159
0.178	0.142	0.007	0.697	0.259	0.319
1.057	1.532	1.204	0.007	0.003	0.174
0.770	1.164	0.152	0.473	0.110	0.310
1.379	3.860	1.485	1.074	1.220	0.756
0.142	0.652	0.621	0.458	0.108	0.175
0.081	1.455	1.245	0.661	0.218	0.193
1.072	1.333	0.079	0.140	0.246	0.393
0.000	0.000	0.000	0.000	0.000	0.000
0.717	1.819	1.249	0.495	0.120	0.288
0.847	1.595	1.199	0.500	0.099	0.137
0.155	1.814	0.079	0.478	0.126	0.382
0.482	1.800	0.604	0.583	0.122	0.319
0.683	0.442	0.023	0.798	0.189	0.071
0.747	0.704	1.174	0.535	0.266	0.010
0.001	1.298	0.456	0.646	0.159	0.074
0.668	1.647	0.658	0.352	0.193	0.122
0.405	0.465	0.534	0.581	0.300	0.258
0.277	1.064	1.160	0.440	0.163	0.275
0.000	0.000	0.000	0.000	0.000	0.000
0.066	0.962	0.164	0.776	0.120	0.029
0.403	0.250	1.257	0.785	0.094	0.279
0.098	1.419	0.962	0.649	0.128	0.239
0.637	1.233	0.012	0.145	0.035	0.292
0.000	0.000	0.000	0.240	0.218	0.130
0.318	1.841	1.066	0.744	0.154	0.021
1.092	1.769	1.144	0.745	0.253	0.308
0.195	0.276	0.416	0.591	0.270	0.265
0.355	0.691	0.622	0.721	0.229	0.305
0.550	0.910	0.099	0.704	0.094	0.282
1.230	1.463	1.156	0.269	0.013	0.149
0.615	0.262	1.182	0.306	0.229	0.054
0.453	0.736	0.127	0.734	0.251	0.261
0.630	0.290	0.978	0.323	0.048	0.045
0.064	1.215	0.694	0.102	0.281	0.391
0.235	0.639	0.425	0.295	0.037	0.331
0.996	0.855	0.853	0.443	0.023	0.064
0.617	0.101	0.507	0.532	0.107	0.153
1.271	0.467	1.017	0.655	0.221	0.039
0.813	0.592	1.135	0.793	0.165	0.326
0.105	1.788	0.092	0.391	0.152	0.388
0.385	1.432	0.315	0.650	0.028	0.064
0.628	1.614	0.721	0.743	0.210	0.277
0.306	0.082	0.699	0.504	0.265	0.054
0.616	0.041	0.315	0.162	0.154	0.228
0.071	1.228	0.169	0.247	0.228	0.330
0.965	1.625	0.651	0.641	0.248	0.256
0.116	0.939	0.657	0.562	0.133	0.031
1.142	1.894	0.737	0.523	0.237	0.006
0.148	1.283	0.003	0.312	0.113	0.085
0.133	0.952	0.598	0.000	0.155	0.298
0.655	0.404	0.614	0.512	0.092	0.249
0.438	0.155	0.790	0.309	0.267	0.113
0.643	1.892	0.000	0.571	0.283	0.002
1.173	0.689	1.079	0.778	0.035	0.180
1.218	0.638	0.869	0.127	0.252	0.170
0.406	1.545	1.198	0.729	0.088	0.147
0.403	0.458	0.420	0.104	0.158	0.369
0.446	1.332	0.767	0.352	0.098	0.125
0.071	1.031	0.276	0.003	0.230	0.104
0.370	1.033	0.009	0.179	0.101	0.212
0.207	0.778	0.661	0.766	0.133	0.238
1.199	1.025	0.315	0.544	0.084	0.361
0.788	0.044	0.850	0.681	0.000	0.000
0.517	1.176	1.136	0.027	0.033	0.054
0.612	1.329	0.755	0.227	0.115	0.366
0.133	0.145	0.003	0.223	0.085	0.247
0.335	1.744	0.613	0.128	0.156	0.001
0.539	0.137	0.786	0.288	0.139	0.379
0.622	0.822	1.148	0.559	0.059	0.212
0.916	0.773	1.045	0.396	0.283	0.194
0.697	1.079	0.189	0.585	0.035	0.263
1.004	1.032	1.263	0.375	0.293	0.009
0.091	0.356	1.004	0.571	0.262	0.008
0.375	1.311	0.960	0.608	0.236	0.086
1.133	0.105	0.714	0.054	0.269	0.026
0.363	1.750	0.140	0.121	0.276	0.071
0.136	0.914	0.487	0.701	0.244	0.217
0.324	0.460	1.004	0.622	0.285	0.062
1.107	1.526	0.496	0.790	0.251	0.031
0.617	1.293	1.085	0.214	0.071	0.301
0.115	0.972	1.176	0.562	0.128	0.178
1.153	0.578	0.066	0.232	0.045	0.237
0.510	1.370	0.821	0.005	0.132	0.235
1.078	1.572	1.256	0.482	0.177	0.014
1.980	4.059	1.927	0.966	1.000	0.720
1.432	3.613	1.114	1.069	1.121	0.614
0.028	1.416	0.258	0.478	0.043	0.183
1.208	0.069	0.465	0.635	0.082	0.307
0.480	0.559	0.649	0.088	0.094	0.383
0.584	1.018	1.223	0.381	0.292	0.374
1.084	1.172	0.208	0.492	0.080	0.032
0.571	1.770	0.302	0.653	0.181	0.025
0.228	1.039	1.178	0.013	0.062	0.073
0.020	0.994	0.334	0.263	0.045	0.137
1.145	1.119	1.292	0.568	0.188	0.038
1.276	1.877	0.759	0.206	0.039	0.146
1.300	0.839	0.336	0.476	0.144	0.159
0.000	0.000	0.000	0.000	0.000	0.000
0.837	0.128	0.065	0.417	0.272	0.395
0.182	1.261	0.614	0.800	0.271	0.089
0.015	0.773	1.073	0.322	0.177	0.092
1.206	1.661	1.230	0.327	0.199	0.004
2.123	4.352	2.066	1.036	1.072	0.772
1.878	4.794	2.231	1.755	1.061	0.676
0.389	0.247	1.104	0.066	0.299	0.298
0.566	0.649	1.140	0.395	0.036	0.393
0.000	0.000	0.000	0.000	0.000	0.000
0.910	0.160	0.027	0.637	0.072	0.200
0.728	0.067	0.222	0.058	0.187	0.010
1.292	1.416	1.103	0.634	0.294	0.087
0.305	1.466	1.200	0.369	0.060	0.175
0.570	1.491	1.174	0.419	0.185	0.255
0.825	1.584	0.222	0.261	0.253	0.395
0.249	0.700	0.591	0.184	0.275	0.120
0.777	1.442	0.922	0.408	0.010	0.359
0.468	1.565	0.139	0.470	0.207	0.156
1.060	1.025	0.206	0.566	0.239	0.367
0.000	0.000	0.000	0.000	0.000	0.000
0.572	0.519	0.253	0.198	0.081	0.146
1.112	0.065	0.007	0.523	0.209	0.221
0.004	1.494	0.685	0.051	0.198	0.051
0.591	0.118	0.074	0.386	0.101	0.185
0.000	0.000	0.000	0.021	0.063	0.133
0.456	0.686	1.133	0.658	0.191	0.178
0.938	0.169	0.381	0.678	0.288	0.200
0.479	0.213	0.233	0.169	0.118	0.309
0.013	1.443	0.931	0.378	0.120	0.301
0.405	0.451	0.818	0.601	0.107	0.036
0.659	1.755	0.589	0.312	0.216	0.187
1.007	1.783	0.004	0.542	0.132	0.156
1.109	1.369	1.122	0.228	0.269	0.317
0.765	1.369	0.749	0.660	0.022	0.026
0.937	1.654	0.858	0.275	0.193	0.209
1.019	1.480	1.239	0.390	0.031	0.038
1.059	1.647	0.790	0.138	0.159	0.083
0.142	0.941	1.035	0.428	0.014	0.349
0.525	0.653	0.669	0.154	0.101	0.298
0.176	1.636	0.857	0.160	0.120	0.399
0.761	0.687	0.550	0.238	0.009	0.188
0.512	1.789	0.008	0.333	0.131	0.081
1.004	1.340	0.773	0.564	0.043	0.373
1.216	0.107	0.011	0.635	0.238	0.114
0.920	0.078	0.207	0.331	0.025	0.393
1.294	0.513	0.809	0.398	0.114	0.058
0.994	1.532	1.068	0.430	0.073	0.140
0.401	0.787	0.616	0.075	0.011	0.296
0.982	1.373	0.304	0.425	0.076	0.082
0.482	0.522	0.516	0.720	0.209	0.031
1.149	0.111	0.215	1.000	0.225	0.180
1.191	1.024	0.153	0.045	0.210	0.392
0.639	1.752	0.878	0.318	0.062	0.198
0.478	1.644	1.083	0.756	0.282	0.068
0.270	1.611	0.968	0.130	0.114	0.355
1.139	1.399	0.129	0.000	0.276	0.054
